key,locale,package,origin_text,text
chat::phrase.delete_confirm,ru,metafox/chat,"Are you sure you want to permanently delete this discussion?",
chat::phrase.delete_message_confirm,ru,metafox/chat,"Are you sure you want to delete this message?",
chat::phrase.mark_all_read_successfully,ru,metafox/chat,"Mark All Read Successfully",
chat::phrase.messages,ru,metafox/chat,Messages,
chat::phrase.new_conversation,ru,metafox/chat,"New Conversation",
chat::phrase.permissions,ru,metafox/chat,,
chat::seo.messages,ru,metafox/chat,Messages,
chat::web.1_person_reacted,ru,metafox/chat,"1 person reacted",
chat::web.1_user,ru,metafox/chat,"1 user",
chat::web.actions,ru,metafox/chat,Actions,
chat::web.action_successfully,ru,metafox/chat,"{action} successfully",
chat::web.active_time_ago,ru,metafox/chat,"Active {time} ago",
chat::web.activity,ru,metafox/chat,Activity,
chat::web.add_members,ru,metafox/chat,"Add Members",
chat::web.add_members_dot,ru,metafox/chat,"Add members ...",
chat::web.add_participants,ru,metafox/chat,"Add Participants",
chat::web.add_reaction,ru,metafox/chat,"Add Reaction",
chat::web.add_server,ru,metafox/chat,"Add Server",
chat::web.add_user,ru,metafox/chat,"Add user",
chat::web.add_users_to_group_successfully,ru,metafox/chat,"Added user(s) to group successfully",
chat::web.admin_panel,ru,metafox/chat,"Admin Panel",
chat::web.all_chats,ru,metafox/chat,"All Chats",
chat::web.all_messages,ru,metafox/chat,"All Messages",
chat::web.allow_reactions,ru,metafox/chat,"Allow Reactions",
chat::web.all_users_in_the_channel_can_write_new_messages,ru,metafox/chat,"All users in the group can write new messages",
chat::web.all_users_in_the_group_can_write_new_messages,ru,metafox/chat,"All users in the group can write new messages",
chat::web.alphabetical,ru,metafox/chat,Alphabetical,
chat::web.and_value_more_dots,ru,metafox/chat,"and {value} more ...",
chat::web.announcement,ru,metafox/chat,Announcement,
chat::web.archive,ru,metafox/chat,Archive,
chat::web.ARCHIVE,ru,metafox/chat,ARCHIVE,
chat::web.archived_chats,ru,metafox/chat,"Archived Chats",
chat::web.archived_group,ru,metafox/chat,"Archived Group",
chat::web.archived_groups,ru,metafox/chat,"Archived Groups",
chat::web.archive_group_successfully,ru,metafox/chat,"Archived group successfully.",
chat::web.archive_room_description,ru,metafox/chat,"Are you sure you want to archive this discussion?",
chat::web.archives,ru,metafox/chat,Archives,
chat::web.are_you_sure,ru,metafox/chat,"Are you sure?",
chat::web.are_you_sure_question_mark,ru,metafox/chat,"Are you sure?",
chat::web.are_you_sure_to_hide_this_discussion,ru,metafox/chat,"Are you sure you want to hide this discussion?",
chat::web.are_you_sure_you_want_to_hide_the_conversation,ru,metafox/chat,"Are you sure you want to hide the conversation?",
chat::web.are_you_sure_you_want_to_leave_the_group,ru,metafox/chat,"Are you sure you want to leave the group {group}?",
chat::web.are_you_sure_you_want_to_leave_the_room,ru,metafox/chat,"Are you sure you want to leave the group {room}?",
chat::web.are_you_sure_you_want_to_unpin_this_content,ru,metafox/chat,"Are you sure you want to unpin this content?",
chat::web.attach_files,ru,metafox/chat,"Attach files",
chat::web.attach_images,ru,metafox/chat,"Attach images",
chat::web.audio,ru,metafox/chat,Audio,
chat::web.audio_call,ru,metafox/chat,"Audio call",
chat::web.authenticating,ru,metafox/chat,Authenticating,
chat::web.auto_translate,ru,metafox/chat,Auto-Translate,
chat::web.avatar_changed_successfully,ru,metafox/chat,"Avatar has been changed successfully!",
chat::web.avatar_url,ru,metafox/chat,"Avatar URL",
chat::web.away,ru,metafox/chat,Away,
chat::web.block_chat,ru,metafox/chat,"Block Chat",
chat::web.block_user,ru,metafox/chat,"Block user",
chat::web.block_user_successfully,ru,metafox/chat,"Blocked user successfully.",
chat::web.broadcast_channel,ru,metafox/chat,"Broadcast Group",
chat::web.broadcast_channel_description,ru,metafox/chat,"Only authorized users can write new messages, but others will be able to reply",
chat::web.broadcast_group,ru,metafox/chat,"Broadcast Group",
chat::web.broadcast_group_description,ru,metafox/chat,"Only authorized users can write new messages, but others will be able to reply",
chat::web.busy,ru,metafox/chat,Busy,
chat::web.by_proceeding_you_are_agreeing,ru,metafox/chat,"By proceeding you agree with our",
chat::web.call_accepted,ru,metafox/chat,"Call was accepted",
chat::web.call_again,ru,metafox/chat,"Call again",
chat::web.call_canceled,ru,metafox/chat,"Call was cancelled",
chat::web.call_end_are_you_want_to_start_a_new_call_question_mark,ru,metafox/chat,"Call was ended. Do you want to start new call?",
chat::web.call_ended,ru,metafox/chat,"Call was ended",
chat::web.call_group_members_start_ringing,ru,metafox/chat,"Call Group Members - Start Ringing",
chat::web.calling,ru,metafox/chat,Calling,
chat::web.calling_dots,ru,metafox/chat,"CALLING ...",
chat::web.call_joined,ru,metafox/chat,"Call joined",
chat::web.call_left,ru,metafox/chat,"Call left",
chat::web.call_missed,ru,metafox/chat,"Call was missed",
chat::web.call_missed_audio,ru,metafox/chat,"Call was missed",
chat::web.call_rejected,ru,metafox/chat,"Call was rejected",
chat::web.call_started,ru,metafox/chat,"Call started",
chat::web.cancel,ru,metafox/chat,Cancel,
chat::web.cancel_editing,ru,metafox/chat,"Cancel editing",
chat::web.cancel_recording,ru,metafox/chat,"Cancel recording",
chat::web.can_chat_with_friend_only,ru,metafox/chat,"Can chat with friends only",
chat::web.can_not_call_with_more_than_value_members,ru,metafox/chat,"Can not call with more than {value} members",
chat::web.can_not_connect_to_chat_server,ru,metafox/chat,"Can not connect to chat server",
chat::web.can_not_direct_chat_this_user,ru,metafox/chat,"Can not chat with this user",
chat::web.can_not_join_call_room_now,ru,metafox/chat,"Cannot join group call now",
chat::web.change_group_image,ru,metafox/chat,"Change Group Image",
chat::web.change_language,ru,metafox/chat,"Change Language",
chat::web.change_name_group,ru,metafox/chat,"Change name group",
chat::web.changing_avatar,ru,metafox/chat,"changing avatar",
chat::web.channel_name,ru,metafox/chat,"Group Name",
chat::web.channels,ru,metafox/chat,Groups,
chat::web.chat,ru,metafox/chat,Chat,
chat::web.chatplus,ru,metafox/chat,ChatPlus,
chat::web.chatplus_app_released_new_description,ru,metafox/chat,"New version of ChatPlus app has been released. Please upgrade soon.",
chat::web.chatplus_server_released_new_description,ru,metafox/chat,"New version of ChatPlus Server has been released. You can contact phpFox Help Desk for support to upgrade.",
chat::web.chatplus_sync_settings_success_description,ru,metafox/chat,"ChatPlus settings & permissions have been updated.",
chat::web.chatplus_sync_user_success_description,ru,metafox/chat,"The data is pushed to cron job. Please ensure cron job has been configured properly.",
chat::web.chatplus_there_are_total_users_to_sync,ru,metafox/chat,"There are {total_users} users.",
chat::web.chats,ru,metafox/chat,Chats,
chat::web.choose,ru,metafox/chat,Choose,
chat::web.choose_from_library,ru,metafox/chat,"Choose from library",
chat::web.close,ru,metafox/chat,Close,
chat::web.close_all_boxchats,ru,metafox/chat,"Close all chat boxes",
chat::web.close_chat_box,ru,metafox/chat,"Close chat box",
chat::web.close_emoji_selector,ru,metafox/chat,"Close emoji selector",
chat::web.code,ru,metafox/chat,Code,
chat::web.collaborative,ru,metafox/chat,Collaborative,
chat::web.confirm,ru,metafox/chat,Confirm,
chat::web.connect,ru,metafox/chat,Connect,
chat::web.connected,ru,metafox/chat,Connected,
chat::web.connecting,ru,metafox/chat,Connecting...,
chat::web.connecting_dots,ru,metafox/chat,"Connecting ...",
chat::web.connecting_server,ru,metafox/chat,"connecting to server",
chat::web.connect_to_a_server,ru,metafox/chat,"Connect to a server",
chat::web.contacts,ru,metafox/chat,Contacts,
chat::web.contact_us,ru,metafox/chat,"Contact us",
chat::web.continue_with,ru,metafox/chat,"Continue with",
chat::web.copy,ru,metafox/chat,Copy,
chat::web.crash_report_disclaimer,ru,metafox/chat,"We never track content of your chats. The crash reports only contain relevant information.",
chat::web.create,ru,metafox/chat,Create,
chat::web.create_account,ru,metafox/chat,"Create an account",
chat::web.create_a_new_workspace,ru,metafox/chat,"Create a new workspace",
chat::web.create_channel,ru,metafox/chat,"Create Group",
chat::web.create_chat_group_successfully,ru,metafox/chat,"Create group successfully",
chat::web.create_conversation,ru,metafox/chat,"Create Conversation",
chat::web.created_snippet,ru,metafox/chat,"Created a snippet",
chat::web.create_group,ru,metafox/chat,"Create Group",
chat::web.create_group_with,ru,metafox/chat,"Create group with {name}",
chat::web.creating_channel,ru,metafox/chat,"creating group",
chat::web.creating_group,ru,metafox/chat,"Creating group",
chat::web.current,ru,metafox/chat,Current,
chat::web.delete,ru,metafox/chat,Delete,
chat::web.delete_group_successfully,ru,metafox/chat,"Deleted group successfully",
chat::web.delete_group_warning,ru,metafox/chat,"Deleting a group will delete all messages posted within the group. This cannot be undone.",
chat::web.delete_msg,ru,metafox/chat,"Are you sure you want to delete this message?",
chat::web.delete_room_description,ru,metafox/chat,"Are you sure you want to delete this discussion?",
chat::web.delete_room_warning,ru,metafox/chat,"Deleting a group will delete all messages posted within the group. This action cannot be reverted.",
chat::web.description,ru,metafox/chat,Description,
chat::web.deselect_value,ru,metafox/chat,"De-select ({value})",
chat::web.direct_messages,ru,metafox/chat,"Direct Messages",
chat::web.directory,ru,metafox/chat,Directory,
chat::web.disable_notifications,ru,metafox/chat,"Disable notifications",
chat::web.discard_current_change,ru,metafox/chat,"Discard current change",
chat::web.discussions,ru,metafox/chat,Discussions,
chat::web.download_audio_successfully,ru,metafox/chat,"Downloaded audio successfully.",
chat::web.downloading,ru,metafox/chat,Downloading...,
chat::web.download_video_successfully,ru,metafox/chat,"Downloaded video successfully.",
chat::web.do_you_really_want_to_key_this_group_question_mark,ru,metafox/chat,"Do you really want to {key} this group?",
chat::web.do_you_really_want_to_key_this_room_question_mark,ru,metafox/chat,"Do you really want to {key} this group?",
chat::web.edit,ru,metafox/chat,Edit,
chat::web.edited,ru,metafox/chat,edited,
chat::web.edited_by_user_at_timestamp,ru,metafox/chat,"Edited by {username} at {timestamp}",
chat::web.edit_group_avatar,ru,metafox/chat,"Edit group avatar",
chat::web.editing,ru,metafox/chat,Editing,
chat::web.editing_message,ru,metafox/chat,"Editing message",
chat::web.edit_notification,ru,metafox/chat,"Edit Notification",
chat::web.email,ru,metafox/chat,Email,
chat::web.email_alerts,ru,metafox/chat,"Email Alerts",
chat::web.email_or_password_field_is_empty,ru,metafox/chat,"Email or password field is empty",
chat::web.enable_auto_away,ru,metafox/chat,"Enable Auto Away",
chat::web.enable_auto_translate,ru,metafox/chat,"Enable Auto-Translate",
chat::web.enable_features,ru,metafox/chat,"Enable Features",
chat::web.enable_markdown,ru,metafox/chat,"Enable markdown",
chat::web.enable_notifications,ru,metafox/chat,"Enable notifications",
chat::web.end_audio_call_c,ru,metafox/chat,"The call was ended",
chat::web.end_audio_call_d,ru,metafox/chat,"The call was ended",
chat::web.end_audio_call_p,ru,metafox/chat,"The call was ended",
chat::web.end_call,ru,metafox/chat,"End call",
chat::web.end_video_call_c,ru,metafox/chat,"The video call was ended",
chat::web.end_video_call_d,ru,metafox/chat,"The video call was ended",
chat::web.end_video_call_p,ru,metafox/chat,"The video call was ended",
chat::web.erasing_group,ru,metafox/chat,"erasing group",
chat::web.erasing_room,ru,metafox/chat,"erasing group",
chat::web.error_action_not_allowed,ru,metafox/chat,"{action} is not allowed",
chat::web.error_application_not_found,ru,metafox/chat,"App cannot be found.",
chat::web.error_archived_duplicate_name,ru,metafox/chat,"There's an archived group with name {room_name}",
chat::web.error_avatar_invalid_url,ru,metafox/chat,"Invalid avatar URL: {url}",
chat::web.error_avatar_url_handling,ru,metafox/chat,"Error while handling avatar setting from a URL ({url}) for {username}",
chat::web.error_cant_invite_for_direct_room,ru,metafox/chat,"Cannot invite user to direct chat",
chat::web.error_code_invalid,ru,metafox/chat,"Invalid group join code",
chat::web.error_could_not_change_email,ru,metafox/chat,"Could not change email address",
chat::web.error_could_not_change_name,ru,metafox/chat,"Could not change name",
chat::web.error_could_not_change_username,ru,metafox/chat,"Could not change username",
chat::web.error_delete_protected_role,ru,metafox/chat,"Cannot delete a protected role",
chat::web.error_department_not_found,ru,metafox/chat,"Department cannot be found.",
chat::web.error_direct_message_file_upload_not_allowed,ru,metafox/chat,"File sharing is not allowed in direct messages",
chat::web.error_duplicate_channel_name,ru,metafox/chat,"A group with name {channel_name} exists",
chat::web.error_email_domain_blacklisted,ru,metafox/chat,"The email domain is blacklisted",
chat::web.error_email_send_failed,ru,metafox/chat,"Error when sending email: {message}",
chat::web.error_field_unavailable,ru,metafox/chat,"{field} is already in use.",
chat::web.error_file_too_large,ru,metafox/chat,"File is too large",
chat::web.error_importer_not_defined,ru,metafox/chat,"The importer was not defined correctly, it is missing the Import class.",
chat::web.error_input_is_not_a_valid_field,ru,metafox/chat,"{input} is not a valid {field}",
chat::web.error_invalid_action_link,ru,metafox/chat,"Invalid action link",
chat::web.error_invalid_arguments,ru,metafox/chat,"Invalid arguments",
chat::web.error_invalid_asset,ru,metafox/chat,"Invalid asset",
chat::web.error_invalid_channel,ru,metafox/chat,"Invalid group.",
chat::web.error_invalid_channel_start_with_chars,ru,metafox/chat,"Invalid group. Start with @ or #",
chat::web.error_invalid_custom_field,ru,metafox/chat,"Invalid custom field",
chat::web.error_invalid_custom_field_name,ru,metafox/chat,"Invalid custom field name. Use only letters, numbers, hyphens and underscores.",
chat::web.error_invalid_date,ru,metafox/chat,"Invalid date provided.",
chat::web.error_invalid_description,ru,metafox/chat,"Invalid description",
chat::web.error_invalid_domain,ru,metafox/chat,"Invalid domain",
chat::web.error_invalid_email,ru,metafox/chat,"Invalid email {emai}",
chat::web.error_invalid_email_address,ru,metafox/chat,"Invalid email address",
chat::web.error_invalid_file_height,ru,metafox/chat,"Invalid file height",
chat::web.error_invalid_file_type,ru,metafox/chat,"Invalid file type",
chat::web.error_invalid_file_width,ru,metafox/chat,"Invalid file width",
chat::web.error_invalid_from_address,ru,metafox/chat,"Invalid From address.",
chat::web.error_invalid_integration,ru,metafox/chat,"Invalid integration",
chat::web.error_invalid_message,ru,metafox/chat,"Invalid message",
chat::web.error_invalid_method,ru,metafox/chat,"Invalid method",
chat::web.error_invalid_name,ru,metafox/chat,"Invalid name",
chat::web.error_invalid_password,ru,metafox/chat,"Invalid password",
chat::web.error_invalid_redirecturi,ru,metafox/chat,"Invalid redirect URI",
chat::web.error_invalid_role,ru,metafox/chat,"Invalid role",
chat::web.error_invalid_room,ru,metafox/chat,"Invalid group",
chat::web.error_invalid_room_name,ru,metafox/chat,"""{channel_name}"" is not a valid group name",
chat::web.error_invalid_room_type,ru,metafox/chat,"{type} is not a valid group type.",
chat::web.error_invalid_settings,ru,metafox/chat,"Invalid settings",
chat::web.error_invalid_subscription,ru,metafox/chat,"Invalid subscription",
chat::web.error_invalid_token,ru,metafox/chat,"Invalid token",
chat::web.error_invalid_triggerwords,ru,metafox/chat,"Invalid triggerWords",
chat::web.error_invalid_urls,ru,metafox/chat,"Invalid URLs",
chat::web.error_invalid_user,ru,metafox/chat,"Invalid user",
chat::web.error_invalid_username,ru,metafox/chat,"Invalid username",
chat::web.error_invalid_webhook_response,ru,metafox/chat,"The webhook URL isn't responded with status code 200",
chat::web.error_message_deleting_blocked,ru,metafox/chat,"Deleting message is blocked.",
chat::web.error_message_editing_blocked,ru,metafox/chat,"Editing message is blocked.",
chat::web.error_message_size_exceeded,ru,metafox/chat,"Message size exceeds Message_MaxAllowedSize",
chat::web.error_missing_unsubscribe_link,ru,metafox/chat,"You must provide the [unsubscribe] link.",
chat::web.error_not_allowed,ru,metafox/chat,"Not allowed",
chat::web.error_not_authorized,ru,metafox/chat,"Not authorized",
chat::web.error_no_tokens_for_this_user,ru,metafox/chat,"There are no tokens for this user",
chat::web.error_push_disabled,ru,metafox/chat,"Push is disabled",
chat::web.error_remove_last_owner,ru,metafox/chat,"This is the last owner. Please set a new owner before removing this one.",
chat::web.error_role_in_use,ru,metafox/chat,"Cannot delete role because it's in use",
chat::web.error_role_name_required,ru,metafox/chat,"Role name is required",
chat::web.error_status_not_allowed_in_invisible_mode,ru,metafox/chat,"You can't change status because you're in Invisible Mode",
chat::web.error_the_field_is_required,ru,metafox/chat,"The field {field} is required.",
chat::web.error_too_many_requests,ru,metafox/chat,"Too many requests. Please slow down. You must wait for {seconds} seconds before trying again.",
chat::web.error_uploading,ru,metafox/chat,"Uploading was failed.",
chat::web.error_user_has_no_roles,ru,metafox/chat,"User has no roles",
chat::web.error_user_is_not_activated,ru,metafox/chat,"User is not activated",
chat::web.error_user_limit_exceeded,ru,metafox/chat,"The number of users you are trying to invite to #channel_name exceeds the limit set by the administrator",
chat::web.error_user_not_in_room,ru,metafox/chat,"User is not in this group",
chat::web.error_user_registration_custom_field,ru,metafox/chat,error_user_registration_custom_field,
chat::web.error_user_registration_disabled,ru,metafox/chat,"User registration is disabled",
chat::web.error_user_registration_secret,ru,metafox/chat,"User registration is only allowed via Secret URL",
chat::web.error_you_are_last_owner,ru,metafox/chat,"You are the last owner. Please set new owner before leaving the group.",
chat::web.everyone_can_access_this_group,ru,metafox/chat,"Everyone can access this group",
chat::web.favorite,ru,metafox/chat,Favorite,
chat::web.favorites,ru,metafox/chat,Favorites,
chat::web.favorite_successfully,ru,metafox/chat,"Favorited successfully",
chat::web.file_attachment,ru,metafox/chat,"File attachment",
chat::web.file_description,ru,metafox/chat,"File description",
chat::web.fileMessage,ru,metafox/chat,"Sent a file",
chat::web.file_name,ru,metafox/chat,"File name",
chat::web.files,ru,metafox/chat,Files,
chat::web.file_size_exceed_the_maximum_size_mb,ru,metafox/chat,"File size exceeds the maximum size: {size} MB",
chat::web.finish_recording,ru,metafox/chat,"Finish recording",
chat::web.first_name,ru,metafox/chat,"First Name",
chat::web.following_thread,ru,metafox/chat,"Following thread",
chat::web.forgot_my_password,ru,metafox/chat,"Forgot my password",
chat::web.forgot_password,ru,metafox/chat,"Forgot password",
chat::web.forgot_password_if_this_email_is_registered,ru,metafox/chat,"If this email is registered, we'll send instructions on how to reset your password. If you do not receive an email shortly, please come back and try again.",
chat::web.for_your_security_you_must_enter_your_current_password_to_continue,ru,metafox/chat,"For your security, you must enter your current password to continue",
chat::web.get_link,ru,metafox/chat,"Get link",
chat::web.group_actions,ru,metafox/chat,"Group actions",
chat::web.group_by_favorites,ru,metafox/chat,"Group favorites",
chat::web.group_by_type,ru,metafox/chat,"Group by type",
chat::web.group_changed_announcement,ru,metafox/chat,"Group announcement has been changed to: {announcement} by {userBy}",
chat::web.group_changed_description,ru,metafox/chat,"Group description has been changed to: {description} by {userBy}",
chat::web.group_changed_privacy,ru,metafox/chat,"Group type has been changed to: {type} by {userBy}",
chat::web.group_changed_topic,ru,metafox/chat,"Group topic has been changed to: {topic} by {userBy}",
chat::web.group_files,ru,metafox/chat,"Group Files",
chat::web.group_info,ru,metafox/chat,"Group Info",
chat::web.group_info_edit,ru,metafox/chat,"Group Info Edit",
chat::web.group_information,ru,metafox/chat,"Group Information",
chat::web.group_members,ru,metafox/chat,"Group Members",
chat::web.group_name_changed,ru,metafox/chat,"Group name has been changed to: {name} by {userBy}",
chat::web.groups,ru,metafox/chat,Groups,
chat::web.has_joined_the_channel,ru,metafox/chat,"Has joined the group",
chat::web.has_joined_the_conversation,ru,metafox/chat,"Has joined the conversation",
chat::web.has_joined_the_group,ru,metafox/chat,"Has joined the group",
chat::web.has_left_the_channel,ru,metafox/chat,"Has left the group",
chat::web.has_left_the_group,ru,metafox/chat,"Has left the group",
chat::web.here,ru,metafox/chat,Here,
chat::web.hide,ru,metafox/chat,Hide,
chat::web.hide_conversation,ru,metafox/chat,"Hide Conversation",
chat::web.hide_group,ru,metafox/chat,"Hide Group",
chat::web.hide_room,ru,metafox/chat,"Hide Group",
chat::web.hide_room_description,ru,metafox/chat,"Are you sure you want to hide this discussion?",
chat::web.i_am_away,ru,metafox/chat,Away,
chat::web.i_am_busy,ru,metafox/chat,Busy,
chat::web.i_am_invisible,ru,metafox/chat,Invisible,
chat::web.i_am_online,ru,metafox/chat,"I'm online",
chat::web.incoming_call_dots,ru,metafox/chat,"INCOMING CALL ...",
"chat::web.invalid-secret-code [invalid-secret-code]",ru,metafox/chat,"Invalid ChatPlus Secret Code",
chat::web.invalid_server_version,ru,metafox/chat,"The server you're trying to connect is using a version that's no longer supported by the app: {currentVersion}.

Please upgrade to version {minVersion} or later.",
chat::web.invisible,ru,metafox/chat,Invisible,
chat::web.invite,ru,metafox/chat,Invite,
chat::web.invite_audio_call_c,ru,metafox/chat,"Group Call",
chat::web.invite_audio_call_d,ru,metafox/chat,Calling,
chat::web.invite_audio_call_p,ru,metafox/chat,"Group Call",
chat::web.invite_video_call_c,ru,metafox/chat,"Video Call",
chat::web.invite_video_call_p,ru,metafox/chat,"Video Call",
chat::web.is_a_valid_chatplus_instance,ru,metafox/chat,"is a valid ChatPlus instance",
chat::web.is_not_a_valid_chatplus_instance,ru,metafox/chat,"is not a valid ChatPlus instance",
chat::web.is_typing,ru,metafox/chat,"is typing",
chat::web.join,ru,metafox/chat,Join,
chat::web.join_call,ru,metafox/chat,"Join Call",
chat::web.join_code,ru,metafox/chat,"Join code",
chat::web.join_group_successfully,ru,metafox/chat,"Joined group successfully.",
chat::web.join_the_community,ru,metafox/chat,"Join the community",
chat::web.just_invited_people_can_access_this_channel,ru,metafox/chat,"Only people invited can access this group",
chat::web.just_invited_people_can_access_this_group,ru,metafox/chat,"Only people invited can access this group",
chat::web.language,ru,metafox/chat,Language,
chat::web.last_message,ru,metafox/chat,"Last message",
chat::web.last_name,ru,metafox/chat,"Last Name",
chat::web.leader,ru,metafox/chat,Leader,
chat::web.leave,ru,metafox/chat,Leave,
chat::web.leave_channel,ru,metafox/chat,"Leave group",
chat::web.leave_group,ru,metafox/chat,"Leave group",
chat::web.leave_group_chat,ru,metafox/chat,"Leave group chat?",
chat::web.leave_group_successfully,ru,metafox/chat,"Left group successfully.",
chat::web.leave_room,ru,metafox/chat,"Leave room",
chat::web.leave_room_description,ru,metafox/chat,"You will stop receiving messages from this conversation and people will see that you left. Are you sure?",
chat::web.leaving_group,ru,metafox/chat,"Leaving group",
chat::web.leaving_room,ru,metafox/chat,"Leaving group",
chat::web.legal,ru,metafox/chat,Legal,
chat::web.license,ru,metafox/chat,License,
chat::web.live_chat,ru,metafox/chat,"Live chat",
chat::web.login,ru,metafox/chat,Login,
chat::web.login_error,ru,metafox/chat,"Your credentials were rejected! Please try again.",
chat::web.login_with,ru,metafox/chat,"Login with",
chat::web.mark_as_read,ru,metafox/chat,"Mark as read",
chat::web.mark_as_unread,ru,metafox/chat,"Mark as unread",
chat::web.mark_read,ru,metafox/chat,"Mark Read",
chat::web.mark_unread,ru,metafox/chat,"Mark Unread",
chat::web.media_and_files,ru,metafox/chat,"Media & Files",
chat::web.mentioned,ru,metafox/chat,mentioned,
chat::web.mentioned_messages,ru,metafox/chat,"Mentioned Messages",
chat::web.mentions,ru,metafox/chat,Mentions,
chat::web.message,ru,metafox/chat,Message,
chat::web.message_accessibility,ru,metafox/chat,"Message from {user} at {time}: {message}",
chat::web.message_actions,ru,metafox/chat,"Message actions",
chat::web.message_archive_chat,ru,metafox/chat,"All members will not be able to write any messages in this conversation once archived chat. Are you sure?",
chat::web.message_pinned,ru,metafox/chat,"Message has been pinned.",
chat::web.message_removed,ru,metafox/chat,"Message has been removed.",
chat::web.message_reported,ru,metafox/chat,"Message has been reported.",
chat::web.messages,ru,metafox/chat,Messages,
chat::web.message_unarchive_chat,ru,metafox/chat,"Are you sure you want to unarchive this discussion?",
chat::web.message_unpinned,ru,metafox/chat,"Message has been unpinned.",
chat::web.message_was_deleted,ru,metafox/chat,"Message has been deleted.",
chat::web.messenger,ru,metafox/chat,Messenger,
chat::web.microphone_permission,ru,metafox/chat,"Microphone Permission",
chat::web.microphone_permission_message,ru,metafox/chat,"ChatPlus needs access to your microphone so you can send audio message.",
chat::web.minimize_all_boxchats_open,ru,metafox/chat,"Minimize all opening chat boxes",
chat::web.miss_audio_call_d,ru,metafox/chat,"Call was missed.",
chat::web.missed_a_call,ru,metafox/chat,"You missed a call",
chat::web.miss_video_call_d,ru,metafox/chat,"Video call was missed.",
chat::web.mobile_alerts,ru,metafox/chat,"Mobile Alerts",
chat::web.moderator,ru,metafox/chat,Moderator,
chat::web.more_conversations,ru,metafox/chat,"More Conversations",
chat::web.more_options,ru,metafox/chat,"More options",
chat::web.mute,ru,metafox/chat,Mute,
chat::web.mute_all_and_here_mentions,ru,metafox/chat,"Mute @all and @here mentions",
chat::web.muted,ru,metafox/chat,Muted,
chat::web.mute_room_user,ru,metafox/chat,Mute,
chat::web.my_servers,ru,metafox/chat,"My servers",
chat::web.name,ru,metafox/chat,Name,
chat::web.new,ru,metafox/chat,New,
chat::web.new_chat,ru,metafox/chat,"New Chat",
chat::web.new_conversation,ru,metafox/chat,"New Conversation",
chat::web.new_group,ru,metafox/chat,"New Group",
chat::web.new_group_conversation,ru,metafox/chat,"New Group Conversation",
chat::web.new_join_code,ru,metafox/chat,"New join code",
chat::web.new_message,ru,metafox/chat,"New Message",
chat::web.new_password,ru,metafox/chat,"New Password",
chat::web.new_server,ru,metafox/chat,"New Server",
chat::web.next,ru,metafox/chat,Next,
chat::web.no_announcement_provided,ru,metafox/chat,"No announcements are provided.",
chat::web.no_description_provided,ru,metafox/chat,"No descriptions are provided.",
chat::web.no_files,ru,metafox/chat,"No files",
chat::web.no_files_group_subtext,ru,metafox/chat,"Files that you have sent in this group will appear here.",
chat::web.no_files_subtext,ru,metafox/chat,"Files that you have exchanged with {name} will appear here",
chat::web.no_medias,ru,metafox/chat,"No medias",
chat::web.no_medias_subtext,ru,metafox/chat,"Photos and Videos that you exchange with {name} will appear here",
chat::web.no_mentioned_messages,ru,metafox/chat,"No mentioned messages",
chat::web.no_message,ru,metafox/chat,"No Message",
chat::web.no_messages,ru,metafox/chat,"No Messages",
chat::web.no_messages_found,ru,metafox/chat,"No messages are found.",
chat::web.no_messages_yet,ru,metafox/chat,"No messages yet",
chat::web.no_more_conversations,ru,metafox/chat,"No more conversations",
chat::web.no_online_friends,ru,metafox/chat,"No online friends",
chat::web.no_photos_group_subtext,ru,metafox/chat,"Photos that you have sent in this group will appear here.",
chat::web.no_photos_subtext,ru,metafox/chat,"Photos that you have exchanged with {name} will appear here.",
chat::web.no_pinned_messages,ru,metafox/chat,"No pinned messages",
chat::web.no_reactions,ru,metafox/chat,"No Reactions",
chat::web.no_read_receipts,ru,metafox/chat,"No Read Receipts",
chat::web.no_results_found,ru,metafox/chat,"No results are found.",
chat::web.no_starred_messages,ru,metafox/chat,"No starred messages",
chat::web.nothing_to_save,ru,metafox/chat,"Nothing to save!",
chat::web.no_thread_messages,ru,metafox/chat,"No thread messages",
chat::web.notification_duration,ru,metafox/chat,"Notification Duration",
chat::web.notifications,ru,metafox/chat,Notifications,
chat::web.notifications_preferences,ru,metafox/chat,"Notifications Preferences",
chat::web.notify_active_in_this_group,ru,metafox/chat,"Notify active users in this group",
chat::web.notify_active_in_this_room,ru,metafox/chat,"Notify active users in this group",
chat::web.notify_active_users_in_this_room_is_not_allowed,ru,metafox/chat,"Notify active users in this group is not allowed",
chat::web.notify_all_in_this_group,ru,metafox/chat,"Notify all in this group",
chat::web.notify_all_in_this_room,ru,metafox/chat,"Notify all in this group",
chat::web.notify_all_in_this_room_is_not_allowed,ru,metafox/chat,"Notify all in this group is not allowed",
chat::web.not_logged,ru,metafox/chat,"Not logged",
chat::web.no_topic_provided,ru,metafox/chat,"No topics are provided.",
chat::web.no_users_found,ru,metafox/chat,"No users are found.",
chat::web.no_videos_group_subtext,ru,metafox/chat,"Videos that you have sent in this group will appear here.",
chat::web.no_videos_subtext,ru,metafox/chat,"Videos that you have exchanged with {name} will appear here",
chat::web.n_people_reacted,ru,metafox/chat,"{n} people reacted",
chat::web.number_people_in_group,ru,metafox/chat,"{value} people in group",
chat::web.n_users,ru,metafox/chat,"{n} users",
