key,locale,package,origin_text,text
app::phrase.active,de,metafox/app,Active,
app::phrase.active_package_confirm_desc,de,metafox/app,"Are you sure to activate this package?",
app::phrase.app,de,metafox/app,App,
app::phrase.author,de,metafox/app,Author,
app::phrase.author_homepage,de,metafox/app,"Home Page",
app::phrase.author_name,de,metafox/app,"Author Name",
app::phrase.base_language,de,metafox/app,Language,
app::phrase.create_language_package,de,metafox/app,"Add New Language",
app::phrase.delete,de,metafox/app,Delete,
app::phrase.delete_package_confirm,de,metafox/app,"Are you sure to delete this app?",
app::phrase.expired_at,de,metafox/app,Expired,
app::phrase.export,de,metafox/app,Export,
app::phrase.find_more,de,metafox/app,"Find More",
app::phrase.icon,de,metafox/app,Icon,
app::phrase.import_app,de,metafox/app,"Import App",
app::phrase.import_package,de,metafox/app,,
app::phrase.inactive,de,metafox/app,Inactive,
app::phrase.inactive_package_confirm_desc,de,metafox/app,"Are you sure to inactive this package?",
app::phrase.install,de,metafox/app,Install,
app::phrase.install_package_confirm_desc,de,metafox/app,"Are you sure to install this app?",
app::phrase.is_active,de,metafox/app,"Is Active",
app::phrase.is_core,de,metafox/app,"Is Core",
app::phrase.language,de,metafox/app,Language,
app::phrase.language_code,de,metafox/app,"Language Code",
app::phrase.latest_version,de,metafox/app,"Latest Version",
app::phrase.name,de,metafox/app,Name,
app::phrase.new_app,de,metafox/app,"New App",
app::phrase.new_language,de,metafox/app,"New Language",
app::phrase.package_actived_successfully,de,metafox/app,"App was activated successfully.",
app::phrase.package_deleted_successfully,de,metafox/app,"App was deleted successfully.",
app::phrase.package_imported_successfully,de,metafox/app,"App was imported successfully.",
app::phrase.package_inactived_successfully,de,metafox/app,"App was deactivated successfully.",
app::phrase.package_installed_successfully,de,metafox/app,"App was installed successfully.",
app::phrase.package_uninstalled_successfully,de,metafox/app,"App was uninstalled successfully.",
app::phrase.pricing_type,de,metafox/app,"Pricing Type",
app::phrase.purchased,de,metafox/app,Purchased,
app::phrase.resource_name,de,metafox/app,Resource,
app::phrase.uninstall,de,metafox/app,Uninstall,
app::phrase.uninstall_package_confirm,de,metafox/app,"Are you sure to uninstall this package?",
app::phrase.upgrade,de,metafox/app,,
app::phrase.vendor_name_desc,de,metafox/app,"Vendor's name, for example, phpFox.",
app::phrase.version,de,metafox/app,Version,
app::seo.app_store_product,de,metafox/app,"Store Products",
app::seo.app_store_product_desription,de,metafox/app,,
app::seo.app_store_product_heading,de,metafox/app,,
app::seo.app_store_product_keywords,de,metafox/app,,
auth.failed,de,metafox/core,"These credentials do not match our records.",
authorization::permission.can_manage_user_permission_desc,de,metafox/authorization,,
authorization::permission.can_manage_user_permission_label,de,metafox/authorization,"Can manage user permissions?",
authorization::permission.can_manage_user_role_desc,de,metafox/authorization,,
authorization::permission.can_manage_user_role_label,de,metafox/authorization,"Can manage user roles?",
authorization::phrase.add_new_role,de,metafox/authorization,"Add New Role",
authorization::phrase.browse_device,de,metafox/authorization,"User Devices",
authorization::phrase.create_role,de,metafox/authorization,,
authorization::phrase.delete_completely,de,metafox/authorization,"Delete completely",
authorization::phrase.delete_option_is_a_required_field,de,metafox/authorization,"Delete Option is a required field.",
authorization::phrase.device_id,de,metafox/authorization,"Device ID",
authorization::phrase.device_platform,de,metafox/authorization,"Device Platform",
authorization::phrase.device_removed_successfully,de,metafox/authorization,"Device removed successfully.",
authorization::phrase.device_token,de,metafox/authorization,"Device Token",
authorization::phrase.device_uid,de,metafox/authorization,"Device UID",
authorization::phrase.edit_device,de,metafox/authorization,"Edit Device",
authorization::phrase.new_device,de,metafox/authorization,"New Device",
authorization::phrase.new_role,de,metafox/authorization,"New Role",
authorization::phrase.relocate_users_who_belong_to_it_to_another_role,de,metafox/authorization,"Relocate users who belong to it to another role",
authorization::phrase.remove_device,de,metafox/authorization,"Remove Device",
authorization::phrase.role,de,metafox/authorization,Role,
authorization::phrase.roles,de,metafox/authorization,Roles,
authorization::phrase.user_devices,de,metafox/authorization,"User Devices",
authorization::phrase.you_have_two_options_when_deleting_a_role,de,metafox/authorization,"You have two options when deleting a role:",
auth.password,de,metafox/core,"The provided password is incorrect.",
auth.throttle,de,metafox/core,"Too many login attempts. Please try again in :seconds seconds.",
backgroundstatus::phrase.background_status,de,metafox/background-status,"Background Status",
backgroundstatus::validation.background_collection_already_deleted,de,metafox/background-status,"Background collection has been already deleted.",
backgroundstatus::validation.cant_action_default_background_collection,de,metafox/background-status,"Cannot :action default background collection",
backgroundstatus::web.more_background_status,de,metafox/background-status,"More Backgrounds",
backgroundstatus::web.remove_background_status,de,metafox/background-status,"Remove Background",
backgroundstatus::web.select_background_status,de,metafox/background-status,"Select Background",
backup::phrase.backup,de,metafox/backup,Backup,
backup::phrase.backup_histories,de,metafox/backup,"Backup Histories",
backup::phrase.backup_now,de,metafox/backup,"Backup Now",
backup::phrase.backup_setting,de,metafox/backup,,
backup::phrase.backup_strategy_guide,de,metafox/backup,"The strategy that will be used to cleanup old backups. The default strategy will keep all backups for a certain amount of days. 
After that period only a daily backup will be kept. After that period only weekly backups will        be kept and so on.

No matter how you configure it the default strategy will never delete the newest backup.",
backup::phrase.browse_file,de,metafox/backup,,
backup::phrase.browse_list,de,metafox/backup,,
backup::phrase.created_at,de,metafox/backup,"Created at",
backup::phrase.create_file,de,metafox/backup,,
backup::phrase.delete_oldest_backups_when_using_more_megabytes_than,de,metafox/backup,"Delete oldest backups when using more megabytes than",
backup::phrase.download,de,metafox/backup,Download,
backup::phrase.filename,de,metafox/backup,Filename,
backup::phrase.files,de,metafox/backup,Files,
backup::phrase.filesize,de,metafox/backup,Filesize,
backup::phrase.keep_all_backups_for_days,de,metafox/backup,"Keep all backups for days",
backup::phrase.keep_daily_backups_for_days,de,metafox/backup,"Keep daily backups for days",
backup::phrase.keep_monthly_backups_for_months,de,metafox/backup,"Keep monthly backups for months",
backup::phrase.keep_weekly_backups_for_weeks,de,metafox/backup,"Keep weekly backups for weeks",
backup::phrase.keep_yearly_backups_for_years,de,metafox/backup,"Keep yearly backups for years",
backup::seo.wizard,de,metafox/backup,,
blog::mail.user_reacted_to_your_blog_subject,de,metafox/blog,":user reacted to your blog: :title.",
blog::permission.blog_approve,de,metafox/blog,"Can approve blogs?",
blog::permission.blog_auto_approved,de,metafox/blog,"Automatically approve blogs of users having this role?",
blog::permission.blog_create,de,metafox/blog,"Can add blogs?",
blog::permission.blog_delete,de,metafox/blog,"Can delete their own blogs?",
blog::permission.blog_feature,de,metafox/blog,"Can feature blogs?",
blog::permission.blog_moderate,de,metafox/blog,"Can moderate blogs?",
blog::permission.blog_sponsor,de,metafox/blog,"Can sponsor blogs?",
blog::permission.blog_update,de,metafox/blog,"Can edit their own blogs?",
blog::permission.blog_view,de,metafox/blog,"Can view blogs?",
blog::permission.blog_viewAny,de,metafox/blog,"Can browse blog?",
blog::permission.can_approve_blog_desc,de,metafox/blog,,
blog::permission.can_approve_blog_label,de,metafox/blog,"Can approve blogs?",
blog::permission.can_auto_approved_blog_desc,de,metafox/blog,,
blog::permission.can_auto_approved_blog_label,de,metafox/blog,"Automatically approve blogs of users having this role?",
blog::permission.can_comment_blog_desc,de,metafox/blog,,
blog::permission.can_comment_blog_label,de,metafox/blog,"Can comment on blogs?",
blog::permission.can_create_blog_desc,de,metafox/blog,,
blog::permission.can_create_blog_label,de,metafox/blog,"Can add blogs?",
blog::permission.can_delete_blog_desc,de,metafox/blog,,
blog::permission.can_delete_blog_label,de,metafox/blog,"Can delete their own blogs?",
blog::permission.can_feature_blog_desc,de,metafox/blog,,
blog::permission.can_feature_blog_label,de,metafox/blog,"Can feature blogs?",
blog::permission.can_flood_control_blog_desc,de,metafox/blog,"Setting it to ""0"" (without quotes) is default and users will not have to wait.",
blog::permission.can_flood_control_blog_label,de,metafox/blog,"How many minutes should a user wait before they can submit another blog?",
blog::permission.can_like_blog_desc,de,metafox/blog,,
blog::permission.can_like_blog_label,de,metafox/blog,"Can like blogs?",
blog::permission.can_moderate_blog_desc,de,metafox/blog,,
blog::permission.can_moderate_blog_label,de,metafox/blog,"Can moderate blogs?",
blog::permission.can_purchase_sponsor_blog_desc,de,metafox/blog,,
blog::permission.can_purchase_sponsor_blog_label,de,metafox/blog,"Can sponsor blogs without paying sponsor fee?",
blog::permission.can_quota_control_blog_desc,de,metafox/blog,"Define the total number of blogs a user within this user group can create. Notice: Setting this value to 0 will allow them to create an unlimited amount of blogs.",
blog::permission.can_quota_control_blog_label,de,metafox/blog,"Maximum number of blogs",
blog::permission.can_report_blog_desc,de,metafox/blog,,
blog::permission.can_report_blog_label,de,metafox/blog,"Can report blogs?",
blog::permission.can_save_blog_desc,de,metafox/blog,,
blog::permission.can_save_blog_label,de,metafox/blog,"Can save blogs?",
blog::permission.can_share_blog_desc,de,metafox/blog,,
blog::permission.can_share_blog_label,de,metafox/blog,"Can share blogs?",
blog::permission.can_sponsor_blog_desc,de,metafox/blog,,
blog::permission.can_sponsor_blog_label,de,metafox/blog,"Can sponsor blogs?",
blog::permission.can_sponsor_in_feed_blog_desc,de,metafox/blog,,
blog::permission.can_sponsor_in_feed_blog_label,de,metafox/blog,"Can sponsor blogs in feed without paying sponsor fee?",
blog::permission.can_update_blog_desc,de,metafox/blog,,
blog::permission.can_update_blog_label,de,metafox/blog,"Can edit own blogs?",
blog::permission.can_view_any_blog_desc,de,metafox/blog,,
blog::permission.can_view_any_blog_label,de,metafox/blog,"Can browse and view all blogs?",
blog::permission.can_view_blog_desc,de,metafox/blog,,
blog::permission.can_view_blog_label,de,metafox/blog,"Can browse and view blogs?",
blog::phrase.add_category,de,metafox/blog,"Add Category",
blog::phrase.added_a_blog,de,metafox/blog,"added a blog",
blog::phrase.add_new_blog,de,metafox/blog,"Add New Blog",
blog::phrase.add_some_content_to_your_blog,de,metafox/blog,"Add some content to your blog",
blog::phrase.all_blogs,de,metafox/blog,"All Blogs",
blog::phrase.already_saved_blog_as_draft,de,metafox/blog,"Already saved blog as draft",
blog::phrase.app_name,de,metafox/blog,Blog,
blog::phrase.approve,de,metafox/blog,Approve,
blog::phrase.blog,de,metafox/blog,"Blog ",
blog::phrase.blog_already_approve,de,metafox/blog,"Blog has already been approved.",
blog::phrase.blog_approved_successfully_notification,de,metafox/blog,"An admin approved your Blog.",
blog::phrase.blog_default_category,de,metafox/blog,"Blog Default Category",
blog::phrase.blog_default_category_description,de,metafox/blog,"This setting will control the category which items shall belongs to when no category is assigned to them.",
blog::phrase.blog_deleted_successfully,de,metafox/blog,"Blog has been deleted successfully.",
blog::phrase.blog_featured_successfully,de,metafox/blog,"Blog has been featured successfully",
blog::phrase.blog_global_search_label,de,metafox/blog,Blogs,
blog::phrase.blog_has_been_approved,de,metafox/blog,"Blog has been approved",
blog::phrase.blog_label_saved,de,metafox/blog,Blog,
blog::phrase.blog_notification_type,de,metafox/blog,"Blog Notifications",
blog::phrase.blog_published_successfully,de,metafox/blog,"Blog has been published successfully",
blog::phrase.blogs,de,metafox/blog,Blogs,
blog::phrase.blog_stat_label,de,metafox/blog,Blogs,
blog::phrase.blog_type,de,metafox/blog,"Blog Type",
blog::phrase.blog_unfeatured_successfully,de,metafox/blog,"Blog has been unfeatured successfully",
blog::phrase.blog_was_deleted_successfully,de,metafox/blog,"Blog was deleted successfully",
blog::phrase.blog_was_updated_successfully,de,metafox/blog,"Blog has been updated successfully",
blog::phrase.browse_blogs_you_like_to_read,de,metafox/blog,"Browse blogs you like to read.",
blog::phrase.cant_create_blog,de,metafox/blog,"Cannot create blog",
blog::phrase.cant_create_blog_category,de,metafox/blog,"Cannot create blog category",
blog::phrase.cant_delete_blog,de,metafox/blog,"Cannot delete blog",
blog::phrase.cant_delete_blog_category,de,metafox/blog,"Cannot delete blog category",
blog::phrase.cant_feature_blog,de,metafox/blog,"Cannot feature blog",
blog::phrase.cant_sponsor_blog,de,metafox/blog,"Cannot sponsor blog",
blog::phrase.cant_un_feature_blog,de,metafox/blog,"Cannot unfeature blog",
blog::phrase.cant_un_sponsor_blog,de,metafox/blog,"Cannot unsponsor blog",
blog::phrase.cant_update_blog,de,metafox/blog,"Cannot update blog",
blog::phrase.cant_update_blog_category,de,metafox/blog,"Cannot update blog category",
blog::phrase.captcha_on_create_blog,de,metafox/blog,"Enable CAPTCHA challenge when adding a new blog",
blog::phrase.category,de,metafox/blog,Category,
blog::phrase.control_who_can_see_this_blog,de,metafox/blog,"Control who can see this blog",
blog::phrase.create_new_blog,de,metafox/blog,"Create New Blog",
blog::phrase.delete,de,metafox/blog,Delete,
blog::phrase.delete_confirm,de,metafox/blog,"Are you sure you want to permanently delete this blog?",
blog::phrase.delete_confirm_category,de,metafox/blog,"Are you sure you want to permanently delete this category?",
blog::phrase.edit_blog,de,metafox/blog,"Edit blog",
blog::phrase.feature,de,metafox/blog,Feature,
blog::phrase.feature_blog_confirm,de,metafox/blog,"Are you sure you want to feature this blog?",
blog::phrase.fill_in_a_title_for_your_blog,de,metafox/blog,"Fill in a title for your blog",
blog::phrase.friends_blogs,de,metafox/blog,"Friends' Blogs",
blog::phrase.home,de,metafox/blog,Home,
blog::phrase.label_menu_s,de,metafox/blog,Blogs,
blog::phrase.maximum_name_length,de,metafox/blog,"Maximum Length for Blog Title",
blog::phrase.maximum_name_length_description,de,metafox/blog,"Should be greater than ""Minimum Length for Blog Title""",
blog::phrase.minimum_name_length,de,metafox/blog,"Minimum Length for Blog Title",
blog::phrase.minimum_name_length_description,de,metafox/blog,"Should be greater than or equal to 1",
blog::phrase.my_blogs,de,metafox/blog,"My Blogs",
blog::phrase.my_draft_blogs,de,metafox/blog,"My Draft Blogs",
blog::phrase.my_pending_blogs,de,metafox/blog,"My Pending Blogs",
blog::phrase.new_blog_post,de,metafox/blog,"New Blog Post",
blog::phrase.pending_blogs,de,metafox/blog,"Pending Blogs",
blog::phrase.permissions,de,metafox/blog,Permissions,
blog::phrase.publish,de,metafox/blog,Publish,
blog::phrase.publish_blog_confirm,de,metafox/blog,"Are you sure you want to publish this draft blog?",
blog::phrase.remove_from_saved_list,de,metafox/blog,"Remove from Saved list",
blog::phrase.report,de,metafox/blog,Report,
blog::phrase.save,de,metafox/blog,Save,
blog::phrase.search_blogs,de,metafox/blog,"Search blogs",
blog::phrase.settings,de,metafox/blog,Settings,
blog::phrase.specify_how_many_points_the_user_will_receive_when_adding_a_new_blog,de,metafox/blog,"Specify how many points the user will receive when adding a new blog.",
blog::phrase.specify_how_many_points_the_user_will_receive_when_deleting_a_new_blog,de,metafox/blog,"Specify how many points the user will receive when deleting a blog.",
blog::phrase.sponsor_blog_confirm,de,metafox/blog,"Are you sure you want to sponsor this blog?",
blog::phrase.sponsor_in_feed,de,metafox/blog,"Sponsor in Feed",
blog::phrase.sponsor_this_item,de,metafox/blog,"Sponsor this item",
blog::phrase.thank_you_for_your_item_it_s_been_submitted_to_admins_for_approval,de,metafox/blog,"Thank you for your item! It's been submitted to admins for approval.",
blog::phrase.un_feature,de,metafox/blog,Unfeature,
blog::phrase.un_sponsor_in_feed,de,metafox/blog,"Unsponsor in Feed",
blog::phrase.unsponsor_this_item,de,metafox/blog,"Unsponsor this item",
blog::phrase.user_privacy.who_can_share_blogs,de,metafox/blog,"Who can create blogs?",
blog::phrase.user_privacy.who_can_view_blogs,de,metafox/blog,"Who can view/browse blogs?",
blog::phrase.you_are_posting_a_little_too_soon_dot_try_again_in_seconds,de,metafox/blog,"You are posting so frequently. Try again in :quantity seconds",
blog::seo.blog_browse_all_description,de,metafox/blog,,
blog::seo.blog_browse_all_heading,de,metafox/blog,,
blog::seo.blog_browse_all_keywords,de,metafox/blog,,
blog::seo.blog_browse_all_title,de,metafox/blog,"All Blogs",
blog::seo.blog_browse_draft_description,de,metafox/blog,,
blog::seo.blog_browse_draft_heading,de,metafox/blog,,
blog::seo.blog_browse_draft_keywords,de,metafox/blog,,
blog::seo.blog_browse_draft_title,de,metafox/blog,"My Draft Blogs",
blog::seo.blog_browse_friend_description,de,metafox/blog,,
blog::seo.blog_browse_friend_heading,de,metafox/blog,,
blog::seo.blog_browse_friend_keywords,de,metafox/blog,,
blog::seo.blog_browse_friend_title,de,metafox/blog,"Friends's Blogs",
blog::seo.blog_browse_my_pending_description,de,metafox/blog,,
blog::seo.blog_browse_my_pending_heading,de,metafox/blog,,
blog::seo.blog_browse_my_pending_keywords,de,metafox/blog,,
blog::seo.blog_browse_my_pending_title,de,metafox/blog,"My Pending Blogs",
blog::seo.blog_browse_pending_description,de,metafox/blog,,
blog::seo.blog_browse_pending_heading,de,metafox/blog,,
blog::seo.blog_browse_pending_keywords,de,metafox/blog,,
blog::seo.blog_browse_pending_title,de,metafox/blog,"Pending Blogs",
blog::seo.blog_create_description,de,metafox/blog,,
blog::seo.blog_create_heading,de,metafox/blog,,
blog::seo.blog_create_keywords,de,metafox/blog,,
blog::seo.blog_create_title,de,metafox/blog,"Add New Blog",
blog::seo.blog_edit_description,de,metafox/blog,,
blog::seo.blog_edit_heading,de,metafox/blog,,
blog::seo.blog_edit_keywords,de,metafox/blog,,
blog::seo.blog_edit_title,de,metafox/blog,"Edit Blog",
blog::seo.blog_landing_description,de,metafox/blog,,
blog::seo.blog_landing_heading,de,metafox/blog,,
blog::seo.blog_landing_keywords,de,metafox/blog,,
blog::seo.blog_landing_title,de,metafox/blog,Blogs,
blog::seo.blog_my_description,de,metafox/blog,,
blog::seo.blog_my_heading,de,metafox/blog,,
blog::seo.blog_my_keywords,de,metafox/blog,,
blog::seo.blog_my_title,de,metafox/blog,"My Blogs",
blog::seo.blog_view_detail_description,de,metafox/blog,,
blog::seo.blog_view_detail_heading,de,metafox/blog,,
blog::seo.blog_view_detail_keywords,de,metafox/blog,,
blog::seo.blog_view_detail_title,de,metafox/blog,{title},
blog::seo.group_profile_blog_description,de,metafox/blog,,
blog::seo.group_profile_blog_heading,de,metafox/blog,,
blog::seo.group_profile_blog_keywords,de,metafox/blog,,
blog::seo.group_profile_blog_title,de,metafox/blog,Blogs,
blog::seo.page_profile_blog_description,de,metafox/blog,,
blog::seo.page_profile_blog_heading,de,metafox/blog,,
blog::seo.page_profile_blog_keywords,de,metafox/blog,,
blog::seo.page_profile_blog_title,de,metafox/blog,Blogs,
blog::seo.user_profile_blog_desription,de,metafox/blog,,
blog::seo.user_profile_blog_heading,de,metafox/blog,,
blog::seo.user_profile_blog_keywords,de,metafox/blog,,
blog::seo.user_profile_blog_title,de,metafox/blog,Blogs,
blog::validation.category_is_unavailable,de,metafox/blog,"Category isn't available.",
blog::validation.maximum_name_length_description_required,de,metafox/blog,"Maximum name length must be greater than or equal to {max}",
blog::validation.minimum_name_length_description_required,de,metafox/blog,"Minimum name length must be greater than or equal to {min}",
blog::web.added_a_blog,de,metafox/blog,"{appName, select,
        feed {{
            parentType, select,
                group {added a blog in <profile>profile</profile>}
                page {posted a blog in <profile>profile</profile>}
                other {added a blog}
        }}

        other {added a blog}
    }",
blog::web.add_new_blog,de,metafox/blog,"Add new blog",
blog::web.all_blogs,de,metafox/blog,"All Blogs",
blog::web.approve,de,metafox/blog,Approve,
blog::web.blog_is_waiting_approve,de,metafox/blog,"This blog is waiting for approval",
blog::web.blogs,de,metafox/blog,Blogs,
blog::web.decline,de,metafox/blog,Decline,
blog::web.draft_tag,de,metafox/blog,[Draft],
blog::web.featured_blogs,de,metafox/blog,"Featured Blogs",
blog::web.global_search_blog_no_result,de,metafox/blog,"No blogs are found.",
blog::web.my_blogs,de,metafox/blog,"My Blogs",
blog::web.name_type_blog,de,metafox/blog,Blog,
blog::web.no_blog_found,de,metafox/blog,"No blogs are found.",
blog::web.no_blogs_found,de,metafox/blog,"No blogs are found.",
blog::web.no_landing_blog_found,de,metafox/blog,"No blogs found",
blog::web.no_my_blog_found,de,metafox/blog,"No blogs are found",
blog::web.popular_blogs,de,metafox/blog,"Popular Blogs",
blog::web.search_blogs,de,metafox/blog,"Search blogs",
broadcast::phrase.broadcast_setting,de,metafox/broadcast,,
broadcast::phrase.browse_connection,de,metafox/broadcast,,
broadcast::phrase.browse_driver,de,metafox/broadcast,,
broadcast::phrase.connections,de,metafox/broadcast,Connections,
broadcast::phrase.default_connection,de,metafox/broadcast,"Default Connection",
broadcast::phrase.default_connection_desc,de,metafox/broadcast,"Use connection to broadcast event",
broadcast::phrase.driver,de,metafox/broadcast,Driver,
broadcast::phrase.pusher_setting,de,metafox/broadcast,,
broadcast::pusher.app_id_label,de,metafox/broadcast,"Pusher App ID",
broadcast::pusher.cluster_label,de,metafox/broadcast,"Pusher Cluster",
broadcast::pusher.host_label,de,metafox/broadcast,"Pusher Host",
broadcast::pusher.key_label,de,metafox/broadcast,"Pusher Key",
broadcast::pusher.secret_label,de,metafox/broadcast,"Pusher Secret",
broadcast::pushser.pusher,de,metafox/broadcast,Pusher,
cache::dynamodb.endpoint_desc,de,metafox/cache,,
cache::dynamodb.endpoint_label,de,metafox/cache,"DynamoDB Endpoint",
cache::dynamodb.key_desc,de,metafox/cache,,
cache::dynamodb.key_label,de,metafox/cache,"DynamoDB Key",
cache::dynamodb.region_desc,de,metafox/cache,,
cache::dynamodb.region_label,de,metafox/cache,"DynamoBD Region",
cache::dynamodb.secret_desc,de,metafox/cache,,
cache::dynamodb.secret_label,de,metafox/cache,"DynamoDB Secret",
cache::dynamodb.table_desc,de,metafox/cache,,
cache::dynamodb.table_label,de,metafox/cache,"Cache Table",
cache::memcached.host_desc,de,metafox/cache,,
cache::memcached.host_label,de,metafox/cache,"Memcached Host",
cache::memcached.password_desc,de,metafox/cache,,
cache::memcached.password_label,de,metafox/cache,"Memcached Password",
cache::memcached.persistent_id_desc,de,metafox/cache,,
cache::memcached.persistent_id_label,de,metafox/cache,"Memcached Persistent ID",
cache::memcached.port_desc,de,metafox/cache,,
cache::memcached.port_label,de,metafox/cache,"Memcached Port",
cache::memcached.user_desc,de,metafox/cache,,
cache::memcached.user_label,de,metafox/cache,"Memcached Username",
cache::memcached.weight_desc,de,metafox/cache,,
cache::memcached.weight_label,de,metafox/cache,"Memcached Weight",
cache::phrase.add_new_cache,de,metafox/cache,"Add New Cache",
cache::phrase.cache,de,metafox/cache,Cache,
cache::phrase.cache_key_prefix_desc,de,metafox/cache,"When utilizing cache stores with the APC, database, memcached, Redis, or DynamoDB, there might be other applications using the same cache. For that reason, you may prefix every cache key to avoid unexpected conflicts.",
cache::phrase.cache_key_prefix_label,de,metafox/cache,"Cache Key Prefix",
cache::phrase.cache_storages,de,metafox/cache,"Cache Storages",
cache::phrase.cache_store_apc_driver_guide,de,metafox/cache,"Store cache items to PHP APC cache extension.",
cache::phrase.cache_store_array_driver_guide,de,metafox/cache,"Store cache items to PHP array, this cache is affected per browser request.",
cache::phrase.cache_store_database_driver_guide,de,metafox/cache,"Store cache item to database.",
cache::phrase.cache_store_dynamodb_driver_guide,de,metafox/cache,"Store cache items to Amazon DynamoDB database",
cache::phrase.cache_store_file_driver_guide,de,metafox/cache,"Store cache files to local filesystem.",
cache::phrase.cache_store_memcached_driver_guide,de,metafox/cache,"Store cache to Memcache server",
cache::phrase.cache_store_octane_driver_guide,de,metafox/cache,"Store cache item to Octane cache server",
cache::phrase.cache_store_redis_driver_guide,de,metafox/cache,"Store cache item to Redis cache server",
cache::phrase.database_store_desc,de,metafox/cache,"Database Cache Store",
cache::phrase.database_store_label,de,metafox/cache,Database,
cache::phrase.default_cache_desc,de,metafox/cache,"Specify the default cache used when cache connection is not explicitly specified.",
cache::phrase.default_cache_label,de,metafox/cache,"Default Cache Store",
cache::phrase.disable_cache_desc,de,metafox/cache,"Disable cache",
cache::phrase.driver,de,metafox/cache,Driver,
cache::phrase.dynamodb_store_desc,de,metafox/cache,"DynamoDB Cache Store",
cache::phrase.dynamodb_store_label,de,metafox/cache,DynamoDB,
cache::phrase.edit_cache_store,de,metafox/cache,"Edit Cache Store Configuration",
cache::phrase.edit_store,de,metafox/cache,,
cache::phrase.file_path_desc,de,metafox/cache,"Folder to save cache files",
cache::phrase.file_path_label,de,metafox/cache,Directory,
cache::phrase.file_store_desc,de,metafox/cache,"File Cache Store",
cache::phrase.file_store_label,de,metafox/cache,File,
cache::phrase.memcached_store_desc,de,metafox/cache,"Memcached Store",
cache::phrase.memcached_store_label,de,metafox/cache,Memcached,
cache::phrase.redis_store_desc,de,metafox/cache,"Redis Cache Store",
cache::phrase.redis_store_label,de,metafox/cache,Redis,
cache::phrase.select_cache_driver,de,metafox/cache,"Select Cache Driver",
cache::phrase.select_cache_driver_desc,de,metafox/cache,"Contact developer to get more help.",
cache::phrase.settings,de,metafox/cache,Settings,
cache::phrase.site_settings,de,metafox/cache,"Cache Settings",
cache::phrase.unique_cache_id_desc,de,metafox/cache,"ID will be used by developer",
cache::phrase.unique_cache_id_label,de,metafox/cache,ID,
cache::redis.connection_desc,de,metafox/cache,,
cache::redis.connection_label,de,metafox/cache,"Redis Connection",
cache::redis.database_label,de,metafox/cache,,
cache::redis.host_label,de,metafox/cache,"Redis Host",
cache::redis.password_label,de,metafox/cache,"Redis Password",
cache::redis.port_label,de,metafox/cache,"Redis Port",
cache::redis.url_label,de,metafox/cache,"Redis URL",
captcha::admin.captcha_type_description,de,metafox/captcha,"Select captcha type.
If you choose ReCaptcha, visit google.com/recaptcha and get free key.",
captcha::admin.captcha_type_label,de,metafox/captcha,"Captcha Type",
captcha::admin.captcha_types,de,metafox/captcha,Types,
captcha::admin.image_captcha,de,metafox/captcha,"Image Captcha",
captcha::admin.image_captcha_description,de,metafox/captcha,"A CAPTCHA test is made up of two simple parts: a randomly generated sequence of letters and/or numbers that appear as a distorted image, and a text box. To pass a the test and prove your human identity, simply type the characters you see in the image into the text box.",
captcha::admin.recaptcha_v3,de,metafox/captcha,"Recaptcha V3",
captcha::admin.recaptcha_v3_description,de,metafox/captcha,"reCAPTCHA v3 helps you detect abusive traffic on your website without user interaction. Instead of showing a CAPTCHA challenge, reCAPTCHA v3 returns a score so you can choose the most appropriate action for your website.",
captcha::phrase.captcha,de,metafox/captcha,Captcha,
captcha::phrase.captcha_image,de,metafox/captcha,"Captcha Image",
captcha::phrase.captcha_settings,de,metafox/captcha,"Captcha Settings",
captcha::phrase.edit_type,de,metafox/captcha,,
captcha::phrase.recaptcha_description,de,metafox/captcha,"Visit google.com/recaptcha and get free key",
captcha::phrase.recaptcha_secret,de,metafox/captcha,"ReCaptcha Secret",
captcha::phrase.recaptcha_secret_description,de,metafox/captcha,"Visit google.com/recaptcha and get free key",
captcha::phrase.recaptcha_site_key,de,metafox/captcha,"ReCaptcha Site Key",
captcha::phrase.rules,de,metafox/captcha,Rules,
chat::phrase.chat,de,metafox/chat,Chat,
chat::phrase.chat_room_lower,de,metafox/chat,"chat room",
chat::phrase.chat_setting,de,metafox/chat,,
chat::phrase.chat_with,de,metafox/chat,"Chat With",
chat::phrase.delete_confirm,de,metafox/chat,"Are you sure you want to permanently delete this discussion?",
chat::phrase.delete_message_confirm,de,metafox/chat,"Are you sure you want to delete this message?",
chat::phrase.mark_all_read_successfully,de,metafox/chat,"Mark All Read Successfully",
chat::phrase.messages,de,metafox/chat,Messages,
chat::phrase.new_conversation,de,metafox/chat,"New Conversation",
chat::phrase.permissions,de,metafox/chat,,
chat::seo.messages,de,metafox/chat,Messages,
chat::web.1_person_reacted,de,metafox/chat,"1 person reacted",
chat::web.1_user,de,metafox/chat,"1 user",
chat::web.actions,de,metafox/chat,Actions,
chat::web.action_successfully,de,metafox/chat,"{action} successfully",
chat::web.active_time_ago,de,metafox/chat,"Active {time} ago",
chat::web.activity,de,metafox/chat,Activity,
chat::web.add_members,de,metafox/chat,"Add Members",
chat::web.add_members_dot,de,metafox/chat,"Add members ...",
chat::web.add_participants,de,metafox/chat,"Add Participants",
chat::web.add_reaction,de,metafox/chat,"Add Reaction",
